,comments,notes,hotel_name
761, Accueil du personnel réactif et à l'écoute,9.0,Riad abaka by ghali 2
762," Jolie petit Riad, la situation géographique parfaite à 5 mn de la place Jamaa El Fna à pieds, quartier calme et a 15 mn de l aéroport.
Le personnel a l écoute et sympathique, nos transferts à l aéroport organisés, le restaurant du Riad offre une cuisine délicieuse. 
A notre arrivée un problème d eau chaude qui a été réglé rapidement un grand merci à Adou.
La literie très confortable, le ménage fait toujours les jours et serviettes de toilettes changé tout les jours aussi.",9.0,Riad abaka by ghali 2
763," RIAD PROPRE TRES JOLI 
BON PETIT DEJEUNER",7.0,Riad abaka by ghali 2
764, Personnel très agréable et serviable. Lits très confortables et terrasse très agréable. Les petits déjeuners sont très bien servis.,9.0,Riad abaka by ghali 2
765," Le personnel accueillant et à l’écoute, la literie était super, ainsi que le petit déjeuner.
Merci à l’équipe",8.0,Riad abaka by ghali 2
766, Un bon riad pas loin de la place très pratique très propre rien n'a dire sur la chambre appart dommage pour nous la tv ne voulait plus fonctionner les derniers jours mais bon rien de bien intéressant .le personnel très sympathique honnêtement c'est un de meilleurs riad que j'ai fait petit bémol je trouve que la taxe de nuit est quand même élevé mais bon . Je vois conseil fortement ce riad,8.0,Riad abaka by ghali 2
767, La localisation proche de la grande place.,7.1,Riad abaka by ghali 2
768," Très joli Riad. Personnel au top : accueillant, serviable, très professionnel. Un grand merci à Saber et Abdou, Myriam et les autres.",9.6,Riad abaka by ghali 2
769," Accueil chaleureux. Riad très propre, chambre confortable mais assez petite. Belle terrasse panoramique. À 5 minutes à pied de la place.",8.0,Riad abaka by ghali 2
770," Excellent endroit pour se reposer, un hôtel unique en son genre à Tanger, un lieu remplis d’histoire et témoin de l’évolution de cette magnifique ville. L’équipe de Mimi Calpe est extraordinaire, merci au chef Youssef pour les plats copieux ainsi qu’à Abdou et Nabil pour leur services infaillibles ils ont été présent à chaque moment quand on en avait besoin. Quand je retournerais au Maroc je passerais par Mimi Calpe sans hésitation!",10.0,Mimi Calpe
771," Service exceptionnel, lieu au charme exceptionnel",10.0,Mimi Calpe
772," Superbe établissement !
Impossible d’imaginer de dehors qu’on va retrouver un havre de paix à l’intérieur. Nous avons été très bien reçus et la seule envie est de rester à l’intérieur de la villa.",10.0,Mimi Calpe
773," La maison est magnifique, le jardin, la piscine, les vues de Tanger sur le port.
La chambre élégante et grande salle de bain.",8.0,Mimi Calpe
774," la beauté des lieux, un vrai havre de paix au milieu de la ville, le petit déjeuner fabuleux, la grande piscine, la chambre spacieuse et décorée avec goût, tout était parfait",10.0,Mimi Calpe
775," Tout est parfait, Le personnel était tjr présent pour nous, service , qualité inégale, dépaysement total en plein milieu de la ville de Tanger",10.0,Mimi Calpe
776," Une merveilleuse découverte. Un véritable petit coin de Paradis en plein cœur de Tanger, idéalement situé entre la vieille ville et la nouvelle Marina. Nous avons été chaleureusement accueillit par Abdou et son équipe, qui a pris le temps de nous faire visiter cette propriété si atypique. L'endroit est magnifique et décoré avec soin tout en gardant le charme de l'ancien. Le personnel a été au petit soin tout à au long de notre séjour. Nous reviendrons !!!",10.0,Mimi Calpe
777," Ce n’est pas la première fois que je viens dans cet hôtel. Un charme fou on s’y sent comme à la maison grâce au cadre et à l’accueil qui est fait aux clients. Les repas sont toujours aussi délicieux. 
Merci pour tout, je reviendrai vite.",10.0,Mimi Calpe
778," Lieu magnifique, sublimé par une super équipe!
Big up à Abdou, Youssef d’une grande gentillesse, très pro. Sans oublier les jardiniers et les dames qui œuvrent efficacement en tt discrétion.
J’ai mis 9 à cause du comportement d’une cliente qui n’est pas du tt en accord avec le lieu. Musique forte jusqu’à très tard dans la nuit nous empêchant de dormir, bien après 1h du mat et une façon de parler pas tres respectueuse et de tres haute voix. D’après ce que j’ai compris, il s’agit de la famille du proprio. Dommage de gâcher l’effort de toute l’équipe pour faire de ce lieu ce qu’il est. 
Nous reviendrons certainement en espérant ne pas tomber de nouveau sur elle!",9.0,Mimi Calpe
779," L’accueil, la gentillesse du personnel, le cachet de la maison,",9.0,Mimi Calpe
780," Ce riad est superbe, emplacement au top dans la medina, chambre très confortable au dernier étage avec vue panoramique sur Chefchouan. Le personnel était très sympa. Petit déj de bonne qualité.",10.0,Riad Nila
781, l’accueil,10.0,Riad Nila
782," Le personnel très sympathique, la chambre magnifique, tout comme le riad d'ailleurs. Le petit déjeuner copieux avec une vue à couper le souffle sur la terrasse.",9.0,Riad Nila
783," Petit déjeuner servi sur la terrasse (4ème étage) avec une magnifique vue sur la ville.
Accueil très gentil - merci pour le séjour",9.0,Riad Nila
784," Nous avons été contacté par l’hôtel avant notre arrivée pour avoir le point maps exacte, ce qui nous a beaucoup aidé.
Chambre très propre 
Le personnel est super et très accueillant. Le petit déjeuner était EXCELLENT et fait avec amour…",10.0,Riad Nila
785," Le petit déj était consistant
Le personnel était ""souriant"", amical et serviable.",9.0,Riad Nila
786, Le service/la chambre/ le personnel tout était parfait,10.0,Riad Nila
787, Le riad est tout neuf et la décoration dans le classique moderne. Le fait d'avoir beaucoup de blanc dans la décoration donne de la luminosité et c'est trés agréable. Le personnel est dévoué et aimable. Le petit déjeuner est assez simple. Le riad était encore en travaux quand nous y sommes passés.,8.0,Riad Nila
788," L'emplacement, la vue, la ville..",6.0,Riad Nila
789, La vue sur la montagne.,6.0,Riad Nila
790," Logement très propre et moderne, tout est fonctionnel.
Literie et linge de qualité, logement confortable.
Nous reviendrons à coup sûre.
Résidence sécurisée avec camera et concierges de jour et de nuit(très serviable).
L'hôte est genial et aimable.
Je recommande a 100%",10.0,Modern Apartment in the heart of Tangier
791," Emplacement, propreté, équipement complet, confort",9.0,Modern Apartment in the heart of Tangier
792, Rien a dire excellent séjour dans cet appar,10.0,Modern Apartment in the heart of Tangier
793," La décoration, la propreté, le confort des lits, l’équipement, la terrasse.",9.0,Modern Apartment in the heart of Tangier
794, appartement très propre très calme et proche de toutes commodités en plus d’être très bien situé. Merci à Mohamed (propriétaire) et également au concierge Mohamed d’une sympathie et gentillesse au top! nous y reviendrons sans hésiter !,9.0,Modern Apartment in the heart of Tangier
795, Tout ce dont la personne à besoin pour profiter d’un bon séjour en famille cet appartement vous l’offre .,9.0,Modern Apartment in the heart of Tangier
796," Petit déjeuner chez Sky
Balade à pieds",8.0,Modern Apartment in the heart of Tangier
797," L'appartement est très beau, spacieux, moderne et meublé avec bon goût jusqu'au dernier petit détail.
Le propriétaire, sympathique et très aimable, était à notre disposition à tout moment. Réponse immédiate par WhatsApp et lors d'un problème avec la télé, il était sur place 15 minutes plus tard pour régler la réception par satellite.
Le concierge était également à notre écoute pour toute question. Un magasin d'alimentation est à 50 mètres 
et pas de problème pour trouver un taxi. Nous recommandons vivement cette adresse",9.6,Modern Apartment in the heart of Tangier
798," La situation en plein centre, la propreté et l'équipement des chambres, la sécurité, le personnel compétent et aimable...etc, tout ceci a fait que notre séjour c'est déroulé mieux qu'on le souhaitait. Moi et ma famille on y retournera avec joie à cet appartement magnifique 👍👍👍👍👍👍👍",10.0,Modern Apartment in the heart of Tangier
799," Appartement propre, moderne, bien équipé. Bonne localisation mais la voiture est impérative. Résidence sécurisée avec caméra et gardien. Le propriétaire était très sympathique et nous a même réservé notre transfert vers l’aéroport.",7.9,Modern Apartment in the heart of Tangier
800, l'emplacement tes agréable le personnel aimable,10.0,Lyla Confort Restinga
801, Le calme et l'emplacement,7.0,Lyla Confort Restinga
802," l’emplacement ( au calme et la belle plage est accessible en 3 minutes a pied
la qualité de la literie 
le petit déjeuner",7.0,Lyla Confort Restinga
803, L'emplacement,8.0,Lyla Confort Restinga
804, Situation géographique,7.0,Lyla Confort Restinga
805," La vue, le rapport qualité prix",7.0,Lyla Confort Restinga
806," L'emplacement est top, la vue de la chambre est magnifique, le lit est confortable, le petit déjeuner est bon, en générale c'était bien surtout le calme on en avait besoin pour se détendre ... j'aimerais précisé que le personnel était à la hauteur et disponible à tous moment",7.0,Lyla Confort Restinga
807, la vue sur la Méditerranée au levé du soleil,8.0,Lyla Confort Restinga
808," Vue exceptionnelle, plage unique
Personnel très serviable 
un grand merci en particulier à Fatema pour sa grande gentillesse",8.0,Lyla Confort Restinga
809, Personnels très gentils et disponibles,6.0,Lyla Confort Restinga
810," Merci à toute l'équipe de la réception, et surtout Madame Amal ❤️",10.0,Relax Kenitra
811," la propreté, le confort et les équipements 
un grand merci à Mlle Kaoutar pour son amabilité et sa sympathie",9.0,Relax Kenitra
812," Les personnelles surtout kaoutar et titine et manal
 merci et à la prochaine",10.0,Relax Kenitra
813," Le service et l'accueil, bien sûr le staff est Top",9.0,Relax Kenitra
814," Hôtel très propre et confortable, conforme à nos attentes.
En plus tout le personnel est très accueillant et d'une grande gentillesse,
comme Kaoutar et Hafid à l 'accueil, ainsi que la dame du ménage , sans oublier
tous les autres ....
A bientôt donc , lors d'un autre séjour, pour profiter de la jolie piscine.",9.0,Relax Kenitra
815," accueil ,mlle Kawtar est très accueillante",9.0,Relax Kenitra
816," Accueil professionnel et agréable de l'équipe (Mme Kaoutar.... ) confort, propreté, calme, et bon petit déjeuner.",9.0,Relax Kenitra
817," Accueil professionnel de la part de l'équipe plus l'écoute surtout Mme kaoutar, confort et propreté de la chambre et petit déjeuner rien à dire merci pour tous",8.0,Relax Kenitra
818, le personnel et l’emplacement,8.0,Relax Kenitra
819, Personnels accueillant,9.0,Relax Kenitra
820, Le personnel la restauration chambre,10.0,Hotel Salwan
821, Personnel d´accueil,8.0,Hotel Salwan
822," Les personnelles sont très proches
Merci beaucoup.",9.0,Hotel Salwan
823," La chambre est bien répartie, et assez grande",7.0,Hotel Salwan
824, Le personnel,7.5,Hotel Salwan
825, L'accueil du personnel,7.5,Hotel Salwan
826, Bon hotel de façon générale,7.5,Hotel Salwan
827, Hôtel bien dans l ensemble,7.5,Hotel Salwan
828," L’acceuil, la disponibilité du personnel. 
La chambre était renfermée et on me la changer dans un hôtel qui est à côté « RIO » que je recommande vivement",7.9,Hotel Salwan
829," hôtel très propre, et calme",8.8,Hotel Salwan
830," Petit déjeuner, repas, piscine, randonnée, amabilité",10.0,Chez Le Pacha
831," Nous avons séjourné à Dar azawad vu que le pacha était fermé : Endroit convivial et chaleureux , Personnel très accueillant et trop gentil , nous y reviendrons inchaellah, je recommande.",9.0,Chez Le Pacha
832," Le cadre de l'établissement est superbe et il y a pas mal d'équipements.
Chambre confortable dans un bungalow individuel.
Le petit déjeuner était correct.",9.0,Chez Le Pacha
833, Bien placé pour aller jouer dans les dunes,9.0,Chez Le Pacha
834, Buffet de petit déjeuner à améliorer. Les repas proposes le soir pour 15 eur sont très bons et copieux.,7.0,Chez Le Pacha
835," Excellent séjour dans cet établissement. Site calme, vaste et agréable. Literie très confortable et personnel accueillant.",9.0,Chez Le Pacha
836, Le cadre idyllique. Le bon rapport qualité prix..,9.0,Chez Le Pacha
837," Localisation parfaite, personnel aimable et très serviable (organisation d’un tour en 4x4 dans les dunes au pied levé)",8.8,Chez Le Pacha
838," Personnel tres accueillant
Site très agreable
Recommandations pour visites typiques top
Sejour en bivouac et ballade dans les dunes super à recommander +l'animation la nuit autour du feu on ne peut pas oublier de tels moments",8.0,Chez Le Pacha
839," l’hotel était très bien et le personnel très agréable .
La décoration et le jardin magnifique .",8.0,Chez Le Pacha
840," Petit dejeuner excellent et copieux
cet hotel, est excellent car proche de l'aeroport de Casablanca ,environ 10mn et un taxi est disponible sur demande
meme a 05H00 du matin",10.0,Hotel Hospitality-Inn City Center
841, Emplacement,6.0,Hotel Hospitality-Inn City Center
842, Bonne literie..petit dej correct et personnel gentil et à l écoute.,8.0,Hotel Hospitality-Inn City Center
843, Établissement adéquat pour un court séjour de travail,7.0,Hotel Hospitality-Inn City Center
844, Très bon accueil du personnel. Très jolie chambre spacieuse et confortable,8.0,Hotel Hospitality-Inn City Center
845, le personnel est très sympa et accueillant!,8.0,Hotel Hospitality-Inn City Center
846, Un bon service des l’entree. Un personnel souriant et accueillant. Si j’ai besoin d’un hôtel je passerai ici,8.0,Hotel Hospitality-Inn City Center
847," Accueil chaleureux, le personnel est agréable !
Le lit est ok !",6.7,Hotel Hospitality-Inn City Center
848, Chambre très grande. Petit-déjeuner très bon et personnel très attentif .,7.0,Hotel Hospitality-Inn City Center
849, Petit déjeuner correct. Hôtel proche de l'aéroport de Casa. Bien apprécié le restaurent pour le dîner en arrivant le soir. Bonne literie.,7.5,Hotel Hospitality-Inn City Center
850," L'emplacement est idéal, le personnel est à la hauteur",10.0,Hotel La Corniche Fnideq
851, Le personnel de l'hôtel et surtout les dames de l'accueil,8.0,Hotel La Corniche Fnideq
852," Le personnel qui a été top du top, l'emplacement, la propreté et un petit déjeuner équilibré",8.0,Hotel La Corniche Fnideq
853," Emplacement , propreté, staff",8.8,Hotel La Corniche Fnideq
854,"N'a pas aimé
 · Bon accueil, personnel sympa 
Mrc",8.0,Hotel La Corniche Fnideq
855," Chambre très propre et spacieuse, personnel très sympa, bon emplacement. 
Nous reviendrons certainement",9.0,Hotel La Corniche Fnideq
856," - emplacement 
- service
- propreté",8.0,Hotel La Corniche Fnideq
857, Lit confortable.,5.0,Hotel La Corniche Fnideq
858, Emplacement avec accès à la plage,2.0,Hotel La Corniche Fnideq
859, Personnel serviable et sympa,1.0,Hotel La Corniche Fnideq
860, Le personnel la restauration chambre,10.0,Hotel Salwan
861, Personnel d´accueil,8.0,Hotel Salwan
862," Les personnelles sont très proches
Merci beaucoup.",9.0,Hotel Salwan
863," La chambre est bien répartie, et assez grande",7.0,Hotel Salwan
864, Le personnel,7.5,Hotel Salwan
865, L'accueil du personnel,7.5,Hotel Salwan
866, Bon hotel de façon générale,7.5,Hotel Salwan
867, Hôtel bien dans l ensemble,7.5,Hotel Salwan
868," L’acceuil, la disponibilité du personnel. 
La chambre était renfermée et on me la changer dans un hôtel qui est à côté « RIO » que je recommande vivement",7.9,Hotel Salwan
869," hôtel très propre, et calme",8.8,Hotel Salwan
870," C’est propre, le personnel est gentil",10.0,HOTEL CONTINENTAL Khénifra
871, Tous les personnels sauf le minable gérant du bare,6.0,HOTEL CONTINENTAL Khénifra
872, Le personnel!!!! Trop serviable,5.0,HOTEL CONTINENTAL Khénifra
873," Lit très confortable 
Gentillesse du monsieur qui était à l accueil",5.0,HOTEL CONTINENTAL Khénifra
874," Comparez vous a d autre hotel de même etoile que vous ici au maroc ou a l'étranger et essayer de faire comme eux si vous voulez assurer la continuité (de point de vue équipement ds l hôtel et la chambre, petit petit-déjeuner...)",4.0,HOTEL CONTINENTAL Khénifra
875,"N'a pas aimé
 · L hôtel tombe en miette l es fenêtre ne ferme pas du coup ma fille est malade malgré le chauffage au Max il a fait très froid toute la nuit",5.0,HOTEL CONTINENTAL Khénifra
876," L'accueil , le rapport qualité/ prix , la situation géographique , la propreté , les chambres bien aerées , le professionalisme du personel .
Par contre il serait souhaitable de changer les lits car ils sont moyens .
Et si seulement l'odeur de la cigarette - qui monte du sous sol - puisse être reduite .
Sinon tout était bien.
Nous souhaitons y revenir nchallah .",8.0,HOTEL CONTINENTAL Khénifra
877," Accueil, personnel accueillant et professionnel",8.0,HOTEL CONTINENTAL Khénifra
878, Rien du tout,1.0,HOTEL CONTINENTAL Khénifra
879," L'emplacement, et le personnel.",2.0,HOTEL CONTINENTAL Khénifra
880, L'hôtel est bien situé propre et personnel sympathique merci bcp Mr yassine et au serveur du restaurants vous étiez vraiment agréable je reviendrais,10.0,HOTEL BORJ EL ARAB
881," L'emplacement de l'hôtel, et l'assemblement des commodités, restaurant et café.",6.7,HOTEL BORJ EL ARAB
882, La propreté,8.0,HOTEL BORJ EL ARAB
883," Excellent hôtel, très propre et très beau à l'intérieur.
Le petit déjeuner parfait 👌
M
Merci également à la réception qui était très à l'écoute. Bravo 👍",9.0,HOTEL BORJ EL ARAB
884, Chambre propre et spacieuse,9.0,HOTEL BORJ EL ARAB
885, Service,7.0,HOTEL BORJ EL ARAB
886, Le personel est tres gentil,8.0,HOTEL BORJ EL ARAB
887," Le wifi est bon 
Double aeration
L accueil",7.0,HOTEL BORJ EL ARAB
888, Le calme et la proximité,8.0,HOTEL BORJ EL ARAB
889, Bien,7.9,HOTEL BORJ EL ARAB
890," Petit déjeuner, repas, piscine, randonnée, amabilité",10.0,Chez Le Pacha
891," Nous avons séjourné à Dar azawad vu que le pacha était fermé : Endroit convivial et chaleureux , Personnel très accueillant et trop gentil , nous y reviendrons inchaellah, je recommande.",9.0,Chez Le Pacha
892," Le cadre de l'établissement est superbe et il y a pas mal d'équipements.
Chambre confortable dans un bungalow individuel.
Le petit déjeuner était correct.",9.0,Chez Le Pacha
893, Bien placé pour aller jouer dans les dunes,9.0,Chez Le Pacha
894, Buffet de petit déjeuner à améliorer. Les repas proposes le soir pour 15 eur sont très bons et copieux.,7.0,Chez Le Pacha
895," Excellent séjour dans cet établissement. Site calme, vaste et agréable. Literie très confortable et personnel accueillant.",9.0,Chez Le Pacha
896, Le cadre idyllique. Le bon rapport qualité prix..,9.0,Chez Le Pacha
897," Localisation parfaite, personnel aimable et très serviable (organisation d’un tour en 4x4 dans les dunes au pied levé)",8.8,Chez Le Pacha
898," Personnel tres accueillant
Site très agreable
Recommandations pour visites typiques top
Sejour en bivouac et ballade dans les dunes super à recommander +l'animation la nuit autour du feu on ne peut pas oublier de tels moments",8.0,Chez Le Pacha
899," l’hotel était très bien et le personnel très agréable .
La décoration et le jardin magnifique .",8.0,Chez Le Pacha
900," Petit dejeuner excellent et copieux
cet hotel, est excellent car proche de l'aeroport de Casablanca ,environ 10mn et un taxi est disponible sur demande
meme a 05H00 du matin",10.0,Hotel Hospitality-Inn City Center
901, Emplacement,6.0,Hotel Hospitality-Inn City Center
902, Bonne literie..petit dej correct et personnel gentil et à l écoute.,8.0,Hotel Hospitality-Inn City Center
903, Établissement adéquat pour un court séjour de travail,7.0,Hotel Hospitality-Inn City Center
904, Très bon accueil du personnel. Très jolie chambre spacieuse et confortable,8.0,Hotel Hospitality-Inn City Center
905, le personnel est très sympa et accueillant!,8.0,Hotel Hospitality-Inn City Center
906, Un bon service des l’entree. Un personnel souriant et accueillant. Si j’ai besoin d’un hôtel je passerai ici,8.0,Hotel Hospitality-Inn City Center
907," Accueil chaleureux, le personnel est agréable !
Le lit est ok !",6.7,Hotel Hospitality-Inn City Center
908, Chambre très grande. Petit-déjeuner très bon et personnel très attentif .,7.0,Hotel Hospitality-Inn City Center
909, Petit déjeuner correct. Hôtel proche de l'aéroport de Casa. Bien apprécié le restaurent pour le dîner en arrivant le soir. Bonne literie.,7.5,Hotel Hospitality-Inn City Center
910," L'emplacement est idéal, le personnel est à la hauteur",10.0,Hotel La Corniche Fnideq
911, Le personnel de l'hôtel et surtout les dames de l'accueil,8.0,Hotel La Corniche Fnideq
912," Le personnel qui a été top du top, l'emplacement, la propreté et un petit déjeuner équilibré",8.0,Hotel La Corniche Fnideq
913," Emplacement , propreté, staff",8.8,Hotel La Corniche Fnideq
914,"N'a pas aimé
 · Bon accueil, personnel sympa 
Mrc",8.0,Hotel La Corniche Fnideq
915," Chambre très propre et spacieuse, personnel très sympa, bon emplacement. 
Nous reviendrons certainement",9.0,Hotel La Corniche Fnideq
916," - emplacement 
- service
- propreté",8.0,Hotel La Corniche Fnideq
917, Lit confortable.,5.0,Hotel La Corniche Fnideq
918, Emplacement avec accès à la plage,2.0,Hotel La Corniche Fnideq
919, Personnel serviable et sympa,1.0,Hotel La Corniche Fnideq
920," Le petit déjeuner berbère est excellent et copieux, de plus il peut être serbvi à toute heure, ce qui est pratique pour se rendre à ml'aéroport",10.0,Hotel Aladarissa
921, Améliorer le petit déjeuner il n'est pas agréable,7.0,Hotel Aladarissa
922," All members of the staff - and especially Jamal - were very helpful. The hotel has a good position for anyone planning to visit the nearby sights (agadirs, Tizourgane etc.).",9.0,Hotel Aladarissa
923," Sehr nettes Personal, gutes Frühstück.",8.0,Hotel Aladarissa
924, Vriendelijkheid,6.0,Hotel Aladarissa
925, Zentrale Lage und trotzdem ruhig,6.2,Hotel Aladarissa
926,"N'a pas aimé
 · Für eine mahlzeit solltwn die das drei oder bier fache",7.0,Hotel Aladarissa
927," Hotel met een fraai ontworpen binnenhal, maar de kamers hebben niet hetzelfde niveau als het design van het hotel en de binnentuin. Niettemin goede prijskwaliteitverhouding. De fietsen konden in aparte ruimte worden gestald.",7.9,Hotel Aladarissa
928," Gute Lage, sehr gutes und reichhaltiges Frühstück mit sehr gutem Amlou. Arganpaste",8.3,Hotel Aladarissa
929," لا شي مكتوب بانه الغرفه 15 متر غير صحيح صغيره جدا مكتوب يوجد تكييف غير صحيح لايوجد تكييف و نافذه صغيره و الطقس حار لم استطع النوم 
طلبت مروحه للتبريد حتى استطيع النوم لايوجد لديهم 
واخبرني انه يوجد خطا في booking بخصوص التكييف وانهم سوف يحذفونه",1.0,Hotel Aladarissa
930," Petit dej copieux . personnel très accueillant serviable
Un grand merci à Yassin et Badr ils sont à l'écoute .
Je recommande vivement cette kasbah.",10.0,Kasbah Caracalla
931, L emplacement et l équipe,9.0,Kasbah Caracalla
932," Un personnel juste très serviable.
Merci beaucoup pour votre accueil",9.0,Kasbah Caracalla
933," Très bon accueil par le personnel souriant et disponible
Piscine et jardin magnifiques face à l'Atlas.
Petit havre de paix pour passer quelques jours loin de bruit de Marrakech",9.0,Kasbah Caracalla
934," Emplacement au calme bien ensoleillé très facile d’accès 
Petit déjeuner copieux",8.0,Kasbah Caracalla
935," La piscine, le paysage, le souper, la déco de façon générale.",7.0,Kasbah Caracalla
936,"N'a pas aimé
 · Manque de chaleur du personnel",7.0,Kasbah Caracalla
937, Ambiance calme loin de tout,7.0,Kasbah Caracalla
938," Endroit magnifique pour se détendre, calme, propre, une vue exceptionnelle et le personnel est à l'écoute.",8.0,Kasbah Caracalla
939,"N'a pas aimé
 · la bouffe est chere",8.0,Kasbah Caracalla
940," un hôtel qui m'a surpris à Tafraoute, très bel établissement avec du personnel serviable et compétent. Les petits déjeuner et diners ont été parfait. La piscine un pure plaisir. Merci",10.0,Hotel Saint Antoine
941," Emplacement idéal au centre de Tafraout, personnel discret et au petit soin. 
Grande piscine.",9.0,Hotel Saint Antoine
942, Le sejour magnifique,8.0,Hotel Saint Antoine
943," Propre à l’arrivée,mais on est resté deux nuits sans que l’on change de draps.
L’hôtel a des atouts, mais aurait besoin d’une mise à niveau du service et du mobilier.",6.7,Hotel Saint Antoine
944," L'Hotel est bien situé, au centre de Tafraoute. Il est possible de garer sa voiture devant, gratuitement. Le personnel est très gentil et symathique et toute l'ambiance est relax. Les chambres sont modernes, propres et spacieuses. Elle n'ont pas été faites durant notre séjour à cuase d'un probleme de personnel mais l'hotel nous a tout de suite presenté ses excuses. A chaque foi que nous avons signalé un probleme (ex: une ampoule grillée), quelqu'un est venu immediatement le résoudre. Petit déjeuner très correct à demande (pas de buffet) - attention, si on n'indique pas sa préférence on reçoit d'office un capuccino. Hotel sans charme (tout est moderne) mais très confortableet assez silencieux.",7.5,Hotel Saint Antoine
945," La chambre et salle de bain rénovées
La piscine",7.5,Hotel Saint Antoine
946," Difficile d évaluer un hôtel en travaux ,mais le personnel a fait sont possible pour que notre séjour soit agréable, nous avons apprécié le petit déjeuner au bord de la piscine. Les chambres sont très grandes et climatisées. Parking gratuit devant l hôtel.",8.3,Hotel Saint Antoine
947, Tout,7.5,Hotel Saint Antoine
948, Personnel à l'écoute et très attentionné. Le petit-déjeuner était excellent et la chambre très confortable.,10.0,Hotel Saint Antoine
949, 5 nuit j’ai pas eu la femme de ménage ma chambre était catastrophique,4.0,Hotel Saint Antoine
950, L'accueil et la disponibilité du personnel,10.0,Hôtel Tanger Med
951, petit déjeuner très correct et copieux personnel agréable bravo et merci,8.0,Hôtel Tanger Med
952," Bel hôtel bien situé pour moi à quelques kilomètres de Tanger Med et sur ma route. Personnel à l'écoute, bien servi pour le repas du soir et le petit déjeuner. J'ai apprécié, vous pouvez y aller tranquille",8.0,Hôtel Tanger Med
953, Rapport qualité prix parfait,9.0,Hôtel Tanger Med
954, petit déjeuner bien,8.0,Hôtel Tanger Med
955," Bien situé. 
Mes parents étaient ravis.
Merci au staff.",8.0,Hôtel Tanger Med
956, Emplacement et petit déjeuner très satisfaisants,9.0,Hôtel Tanger Med
957, Grande chambre propre,7.0,Hôtel Tanger Med
958," Buffet du soir et matin correct.
Personnel très attentif.",8.0,Hôtel Tanger Med
959, Le petit-déjeuner est complet le calme totale les personnes sont très sympathiques les chambres très propres,8.0,Hôtel Tanger Med
960," La gentillesse du personnel, les petites attentions, l énorme petit-déjeuner est un vrai délice !
La chambre très spacieuse et belle vue sur la ville.",10.0,Sania Hotel
961," l’emplacement, l’accueil, l’amabilité de l’équipe et la présence du directeur de l’hôtel pour veiller au petit détail de satisfaction clientèle.",10.0,Sania Hotel
962, Personnel sympa pas cher pour la qualité des chambres - propre,8.0,Sania Hotel
963," L'accueil du personnel et du directeur 
Comportement idéal vis à vis du client",8.0,Sania Hotel
964, La disponibilité du personnel surtout oumaima de la réception. La chambre spacieuse avec vue sur l'avenue principal .,9.0,Sania Hotel
965," J'ai bien aimé l'accueil, le service et l'hospitalité remarquable 
Merci à Monsieur le Directeur et aux réceptionnistes qu'ont été super compréhensif 
Un remerciment spécial à Mlle OUMAIMA",10.0,Sania Hotel
966," L’emplacement, le professionnalisme et l’accueil chaleureux du personnel, le pdj copieux.
Cerise sur le gâteau : le calme absolu.",10.0,Sania Hotel
967, Agréablement surprise par l'hôtel sania.une chambre spacieuse et propre. Gérant sympa et à l'écoute..un petit-déjeuner offert copieux. A recommander.,8.0,Sania Hotel
968, Le personnel et le directeur étaient toujours là pour nous. Adorable et serviable magnifique hôtel et très belle ville,10.0,Sania Hotel
969, tout,8.0,Sania Hotel
970," Accueil très agréable 
Propreté 
Situation",10.0,Riad7
971," En plein coeur de la médina, idéalement placé pour visiter la cité.
Très bon accueil de Rachida.
Super petit-déjeuner, copieux.",9.0,Riad7
972," Aménagement magnifique, tout est beau dans ce ryad très très ancien et pourtant très douillet décoré avec beaucoup de goût. Une vue superbe sur la médina depuis le toit terrasse.",9.0,Riad7
973, La gentillesse et la disponibilité des personnes,10.0,Riad7
974, Accueil sympathique. Beau riad,9.0,Riad7
975," La médina,l'accueil...Le Riad est contemporain on a vraiment adoré 
Le petit déjeuner le matin est copieux aussi le repas du soir est délicieux 
Le personnel est très gentil",10.0,Riad7
976," Excellent service et propriétaire des lieux toujours disponible et très professionnel. J’ai vraiment été très bien reçu, je reviendrai 👍🏽👍🏽",8.0,Riad7
977," Le petit déjeuner
Le cadre
La chambre",8.0,Riad7
978," Le petit déjeuner, l'emplacement la lieu en lui même",9.0,Riad7
979, Superbes chambres,8.0,Riad7
980," Ambiance
Nourriture
Piscines
Personnels",10.0,Palais Ghiat
981, Personnel accueillant et super endroit je recommande.,9.0,Palais Ghiat
982," Le calme,la propreté,le personnel est très agréable et très serviable.la piscine couverte on a pu profiter d'une baignade malgré qu'il faisait froid.au dîner un très bon tajine malgré qu'on a commandé tard.le matin un délicieux petit déjeuner bien varié pour satisfaire tous les goûts.un endroit que ja vais visiter a chaque occasion.",9.0,Palais Ghiat
983, C'est été bien généralement.,7.0,Palais Ghiat
984," Le palais par lui même magnifiquement bien entretenu , extérieur agréable avec les 2 piscines",7.0,Palais Ghiat
985,"N'a pas aimé
 · Réseau gsm & wifi",8.0,Palais Ghiat
986," Le calme, le calme le came et bienveillance du personnel",8.0,Palais Ghiat
987," Les paons, la disponibilité",9.0,Palais Ghiat
988, les extérieurs,9.0,Palais Ghiat
989," la Verdure, la tranquillité et le climat sans oublier la sympathie des personnels 👍",8.0,Palais Ghiat
